,Gender,System administrator,Student,Game or graphics developer,Designer,Embedded applications or devices developer,Marketing or sales professional,Back-end developer,Data scientist or machine learning specialist,Data or business analyst,Full-stack developer,DevOps specialist,"C-suite executive (CEO, CTO, etc.)",Engineering manager,Mobile developer,Product manager,Database administrator,QA or test developer,Front-end developer,Educator or academic researcher,Desktop or enterprise applications developer
12994,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12997,Male,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
13000,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
13001,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
13002,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
13003,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13004,Male,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
13006,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13007,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13008,Female,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13009,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13011,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
13012,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
13014,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
13015,Male,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
13016,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13018,Female,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
13021,Male,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
13022,Male,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13024,Male,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
13026,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13027,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13028,Male,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13029,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
13032,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13034,Male,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
13035,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13036,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13038,Male,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0
13039,Male,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13042,Male,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1
13043,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13045,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13050,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
13052,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13053,Male,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
13055,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13056,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13057,Male,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
13060,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13061,Male,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1
13064,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
13065,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13066,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
13068,Female,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13070,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13071,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13073,Male,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
13075,Male,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13077,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1
13078,Male,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13079,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13080,Male,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
13081,Male,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
13083,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13084,Male,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0
13086,Male,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0
13087,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
13089,Male,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
13090,Male,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
13091,Male,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13092,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13093,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
13095,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13097,Male,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
13098,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13099,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13101,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13103,Female,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
13104,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13105,Male,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
13107,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
13108,Male,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0
13109,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13110,Male,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13111,Female,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13113,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13114,Male,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
13115,Male,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0
13116,Male,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1
13117,Male,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
13118,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13119,Male,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0
13120,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13121,Male,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13122,Female,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
13125,Male,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
13126,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13127,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1
13128,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13129,Male,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
13130,Male,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1
13132,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13133,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13134,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13135,Male,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
13136,Male,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
13137,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
13138,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13139,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13140,Male,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13141,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
13142,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13143,Male,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
13145,Male,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
13146,Male,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1
13150,Male,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
13151,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
13152,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13153,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
13154,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13155,Male,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
13156,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13157,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
13158,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13159,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13160,Male,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
13161,Male,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
13164,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
13167,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13168,Male,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0
13169,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13170,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
13171,Male,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0
13172,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13174,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
13175,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13176,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13177,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13178,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13180,Male,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13181,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
13182,Male,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
13183,Male,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
13184,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13185,Male,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1
13188,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
13189,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
13192,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13193,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13195,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13196,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13197,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13198,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13200,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
13202,Female,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13203,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
13204,Male,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
13205,Male,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
13209,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13210,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
13212,Male,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
13213,Male,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0
13214,Male,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
13215,Male,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
13217,Female,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
13218,Male,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0
13219,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13220,Male,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1
13221,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13223,Male,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13224,Female,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13225,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
13228,Male,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
13229,Male,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13230,Male,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1
13233,Male,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
13235,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13236,Male,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
13237,Male,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13238,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13239,Male,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
13240,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13241,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13242,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13243,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13244,Male,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
13245,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
13247,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13248,Female,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13249,Male,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
13252,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13253,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
13255,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13256,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13257,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13258,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13259,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13261,Male,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
13262,Male,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1
13263,Male,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
13264,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13265,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13266,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13267,Male,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
13268,Male,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
13269,Male,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13271,Male,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0
13276,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13277,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13279,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13282,Male,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
13284,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13286,Male,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13287,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13289,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13290,Male,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
13291,Female,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
13292,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13296,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13297,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13300,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
13303,Male,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0
13304,Male,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
13307,Male,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
13308,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13309,Male,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13310,Male,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13311,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13312,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13313,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13315,Male,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
13316,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13318,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13319,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13322,Male,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
13326,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
13327,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13328,Male,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
13329,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13330,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
13331,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13333,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
13334,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
13335,Male,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
13337,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
13338,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
13340,Female,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13341,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13342,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13345,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13346,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
13347,Male,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13348,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13349,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
13350,Male,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
13351,Male,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
13352,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13353,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13354,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
13355,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
13356,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13358,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13359,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13361,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13364,Male,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
13365,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13366,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13368,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13369,Male,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13371,Male,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13372,Male,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
13373,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13374,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13375,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13376,Male,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13378,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13380,Female,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
13381,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13382,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13383,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13386,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13387,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13388,Male,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13389,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13390,Female,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0
13393,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
13395,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
13397,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13398,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13399,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
13401,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13402,Male,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13404,Male,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
13405,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13407,Female,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13408,Male,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
13409,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13412,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13413,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13415,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13416,Male,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
13417,Male,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13418,Male,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
13420,Male,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
13421,Male,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
13422,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13424,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13425,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13426,Female,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
